state_name,state_code,party,first_name,last_name,gender,race,religion,openly_lgbtq,chamber,age
Alaska,AK,R,Daniel,Sullivan,Male,White,Christianity,Straight,Senate,54
Alaska,AK,R,Lisa,Murkowski,Female,White,Christianity,Straight,Senate,61
Alabama,AL,D,Gordon,Jones,Male,White,Christianity,Straight,Senate,64
Alabama,AL,R,Richard ,Shelby,Male,White,Christianity,Straight,Senate,84
Arkansas,AR,R,John,Boozman,Male,White,Christianity,Straight,Senate,68
Arkansas,AR,R,Tom,Cotton,Male,White,Christianity,Straight,Senate,41
Arizona,AZ,R,Jeff,Flake,Male,White,Christianity,Straight,Senate,56
Arizona,AZ,R,John,McCain,Male,White,Christianity,Straight,Senate,82
California,CA,D,Dianne,Feinstein,Female,White,Judaism,Straight,Senate,85
California,CA,D,Kamala,Harris,Female,Asian,Christianity,Straight,Senate,54
Colorado,CO,R,Cory,Gardner,Male,White,Christianity,Straight,Senate,44
Colorado,CO,D,Michael ,Bennet,Male,White,Unspecified,Straight,Senate,54
Connecticut,CT,D,Christopher,Murphy,Male,White,Christianity,Straight,Senate,45
Connecticut,CT,D,Richard,Blumenthal,Male,White,Judaism,Straight,Senate,72
Delaware,DE,D,Christopher,Coons,Male,White,Christianity,Straight,Senate,55
Delaware,DE,D,Thomas,Carper,Male,White,Christianity,Straight,Senate,71
Florida,FL,D,Bill,Nelson,Male,White,Christianity,Straight,Senate,76
Florida,FL,R,Marco,Rubio,Male,Hispanic,Christianity,Straight,Senate,47
Georgia,GA,R,David,Perdue,Male,White,Christianity,Straight,Senate,69
Georgia,GA,R,Johnny,Isakson,Male,White,Christianity,Straight,Senate,74
Hawaii,HI,D,Brian,Shcatz,Male,White,Judaism,Straight,Senate,46
Hawaii,HI,D,Mazie,Hirono,Female,Asian,Buddhism,Straight,Senate,71
Iowa,IA,R,Charles,Grassley,Male,White,Christianity,Straight,Senate,85
Iowa,IA,R,Joni,Ernst,Female,White,Christianity,Straight,Senate,48
Idaho,ID,R,James,Risch,Male,White,Christianity,Straight,Senate,75
Idaho,ID,R,Mike,Crapo,Male,White,Christianity,Straight,Senate,67
Illinois,IL,D,Richard,Durbin,Male,White,Christianity,Straight,Senate,74
Illinois,IL,D,Tammy,Duckworth,Female,Asian,Deism,Straight,Senate,50
Indiana,IN,D,Joe,Donnelly,Male,White,Christianity,Straight,Senate,63
Indiana,IN,R,Todd,Young,Male,White,Christianity,Straight,Senate,46
Kansas,KS,R,Jerry,Moran,Male,White,Christianity,Straight,Senate,64
Kansas,KS,R,Pat,Roberts,Male,White,Christianity,Straight,Senate,82
Kentucky,KY,R,Mitch,McConnell,Male,White,Christianity,Straight,Senate,76
Kentucky,KY,R,Rand,Paul,Male,White,Christianity,Straight,Senate,55
Louisiana,LA,R,Bill,Cassidy,Male,White,Christianity,Straight,Senate,61
Louisiana,LA,R,John,Kennedy,Male,White,Christianity,Straight,Senate,67
Massachusetts,MA,D,Edward,Markey,Male,White,Christianity,Straight,Senate,72
Massachusetts,MA,D,Elizabeth,Warren,Female,White,Christianity,Straight,Senate,69
Maryland,MD,D,Benjamin,Cardin,Male,White,Judaism,Straight,Senate,75
Maryland,MD,D,Chris,Van Hollen,Male,White,Christianity,Straight,Senate,59
Maine,ME,I,Angus,King,Male,White,Christianity,Straight,Senate,74
Maine,ME,R,Susan,Collins,Female,White,Christianity,Straight,Senate,66
Michigan,MI,D,Debbie,Stabenow,Female,White,Christianity,Straight,Senate,68
Michigan,MI,D,Gary,Peters,Male,White,Christianity,Straight,Senate,60
Minnesota,MN,D,Tina,Smith,Female,White,Unspecified,Straight,Senate,60
Minnesota,MN,D,Amy,Klobuchar,Female,White,Christianity,Straight,Senate,58
Missouri,MO,D,Claire,McCaskill,Female,White,Christianity,Straight,Senate,65
Missouri,MO,R,Roy,Blunt,Male,White,Christianity,Straight,Senate,68
Mississippi,MS,R,Roger,Wicker,Male,White,Christianity,Straight,Senate,67
Mississippi,MS,R,Thad,Cochran,Male,White,Christianity,Straight,Senate,81
Montana,MT,D,Jon,Tester,Male,White,Christianity,Straight,Senate,62
Montana,MT,R,Steve,Daines,Male,White,Christianity,Straight,Senate,56
North Carolina,NC,R,Richard,Burr,Male,White,Christianity,Straight,Senate,63
North Carolina,NC,R,Thom,Tillis,Male,White,Christianity,Straight,Senate,58
North Dakota,ND,D,Heidi,Heitkamp,Female,White,Christianity,Straight,Senate,63
North Dakota,ND,R,John,Hoeven,Male,White,Christianity,Straight,Senate,61
Nebraska,NE,R,Ben,Sasse,Male,White,Christianity,Straight,Senate,46
Nebraska,NE,R,Deb,Fischer,Female,White,Christianity,Straight,Senate,67
New Hampshire,NH,D,Jeanne,Shaheen,Female,White,Christianity,Straight,Senate,71
New Hampshire,NH,D,Margaret,Hassan,Female,White,Christianity,Straight,Senate,60
New Jersey,NJ,D,Cory,Booker,Male,African-American,Christianity,Straight,Senate,49
New Jersey,NJ,D,Robert,Menendez,Male,Hispanic,Christianity,Straight,Senate,64
New Mexico,NM,D,Martin,Heinrich,Male,White,Christianity,Straight,Senate,47
New Mexico,NM,D,Tom,Udall,Male,White,Christianity,Straight,Senate,70
Nevada,NV,D,Catherine,Masto,Female,Hispanic,Christianity,Straight,Senate,54
Nevada,NV,R,Dean,Heller,Male,White,Christianity,Straight,Senate,58
New York,NY,D,Charles,Schumer,Male,White,Judaism,Straight,Senate,68
New York,NY,D,Kirsten,Gillibrand,Female,White,Christianity,Straight,Senate,52
Ohio,OH,R,Rob,Portman,Male,White,Christianity,Straight,Senate,63
Ohio,OH,D,Sherrod,Brown,Male,White,Christianity,Straight,Senate,66
Oklahoma,OK,R,James,Inhofe,Male,White,Christianity,Straight,Senate,84
Oklahoma,OK,R,James,Lankford,Male,White,Christianity,Straight,Senate,50
Oregon,OR,D,Jeff,Merkley,Male,White,Christianity,Straight,Senate,62
Oregon,OR,D,Ron,Wyden,Male,White,Judaism,Straight,Senate,69
Pennsylvania,PA,R,Patrick,Toomey,Male,White,Christianity,Straight,Senate,57
Pennsylvania,PA,D,Robert,Casey,Male,White,Christianity,Straight,Senate,58
Rhode Island,RI,D,Jack,Reed,Male,White,Christianity,Straight,Senate,69
Rhode Island,RI,D,Sheldon,Whitehouse,Male,White,Christianity,Straight,Senate,63
South Carolina,SC,R,Lindsey,Graham,Male,White,Christianity,Straight,Senate,63
South Carolina,SC,R,Tim,Scott,Male,African-American,Christianity,Straight,Senate,53
South Dakota,SD,R,John,Thune,Male,White,Christianity,Straight,Senate,57
South Dakota,SD,R,Mike,Rounds,Male,White,Christianity,Straight,Senate,64
Tennessee,TN,R,Bob,Corker,Male,White,Christianity,Straight,Senate,66
Tennessee,TN,R,Lamar,Alexander,Male,White,Christianity,Straight,Senate,78
Texas,TX,R,John,Cornyn,Male,White,Christianity,Straight,Senate,66
Texas,TX,R,Ted,Cruz,Male,Hispanic,Christianity,Straight,Senate,48
Utah,UT,R,Mike,Lee,Male,White,Christianity,Straight,Senate,47
Utah,UT,R,Orrin,Hatch,Male,White,Christianity,Straight,Senate,84
Virginia,VA,D,Mark,Warner,Male,White,Christianity,Straight,Senate,64
Virginia,VA,D,Tim,Kaine,Male,White,Christianity,Straight,Senate,60
Vermont,VT,I,Bernard,Sanders,Male,White,Judaism,Straight,Senate,77
Vermont,VT,D,Patrick,Leahy,Male,White,Christianity,Straight,Senate,78
Washington,WA,D,Maria,Cantwell,Female,White,Christianity,Straight,Senate,60
Washington,WA,D,Patty,Murray,Female,White,Christianity,Straight,Senate,68
Wisconsin,WI,R,Ron,Johnson,Male,White,Christianity,Straight,Senate,63
Wisconsin,WI,D,Tammy,Baldwin,Female,White,Unspecified,Straight,Senate,56
West Virginia,WV,D,Joe,Manchin,Male,White,Christianity,Straight,Senate,71
West Virginia,WV,R,Shelley,Capito,Female,White,Christianity,Straight,Senate,65
Wyoming,WY,R,John,Barrasso,Male,White,Christianity,Lesbian,Senate,66
Wyoming,WY,R,Michael,Enzi,Male,White,Christianity,Straight,Senate,74
Alaska,AK,R,Don,Young,Male,White,Christianity,Straight,House,85
Alabama,AL,R,Bradley,Byrne,Male,White,Christianity,Straight,House,63
Alabama,AL,R,Martha,Roby,Female,White,Christianity,Straight,House,42
Alabama,AL,R,Mike,Rogers,Male,White,Christianity,Straight,House,60
Alabama,AL,R,Robert,Aderholt,Male,White,Christianity,Straight,House,53
Alabama,AL,R,Mo,Brooks,Male,White,Christianity,Straight,House,64
Alabama,AL,R,Gary,Palmer,Male,White,Christianity,Straight,House,64
Alabama,AL,D,Terri,Sewell,Female,African-American,Christianity,Straight,House,53
Arkansas,AR,R,Rick,Crawford,Male,White,Christianity,Straight,House,52
Arkansas,AR,R,French,Hill,Male,White,Christianity,Straight,House,62
Arkansas,AR,R,Steve,Womack,Male,White,Christianity,Straight,House,61
Arkansas,AR,R,Bruce,Westerman,Male,White,Christianity,Straight,House,51
Arizona,AZ,D,Tom,O'Halleran,Male,White,Christianity,Straight,House,72
Arizona,AZ,R,Martha,McSally,Female,White,Christianity,Straight,House,52
Arizona,AZ,D,Raul,Grijalva,Male,Hispanic,Christianity,Straight,House,70
Arizona,AZ,R,Paul,Gosar,Male,White,Christianity,Straight,House,60
Arizona,AZ,R,Andy,Biggs,Male,White,Christianity,Straight,House,60
Arizona,AZ,R,David,Schweikert,Male,White,Christianity,Straight,House,56
Arizona,AZ,D,Ruben,Gallego,Male,Hispanic,Christianity,Straight,House,39
Arizona,AZ,R,Trent,Franks,Male,White,Christianity,Straight,House,61
Arizona,AZ,D,Kyrsten,Sinema,Female,White,Unspecified,Bisexual,House,42
California,CA,R,Doug,LaMalfa,Male,White,Christianity,Straight,House,58
California,CA,D,Jared,Huffman,Male,White,Unspecified,Straight,House,54
California,CA,D,John,Garamendi,Male,White,Christianity,Straight,House,73
California,CA,R,Tom,McClintock,Male,White,Christianity,Straight,House,62
California,CA,D,Mike,Thompson,Male,White,Christianity,Straight,House,67
California,CA,D,Doris,Matsui,Female,Asian,Christianity,Straight,House,74
California,CA,D,Ami,Bera,Male,Asian,Christianity,Straight,House,53
California,CA,R,Paul,Cook,Male,White,Christianity,Straight,House,75
California,CA,D,Jerry,McNerney,Male,White,Christianity,Straight,House,67
California,CA,R,Jeff,Denham,Male,White,Christianity,Straight,House,51
California,CA,D,Mark,DeSaulnier,Male,White,Christianity,Straight,House,66
California,CA,D,Nancy,Pelosi,Female,White,Christianity,Straight,House,78
California,CA,D,Barbara,Lee,Female,African-American,Christianity,Straight,House,72
California,CA,D,Jackie,Speier,Female,White,Christianity,Straight,House,68
California,CA,D,Eric,Swalwell,Male,White,Christianity,Straight,House,38
California,CA,D,Jim,Costa,Male,White,Christianity,Straight,House,66
California,CA,D,Ro,Khanna,Male,Asian,Hinduism,Straight,House,42
California,CA,D,Anna,Eshoo,Female,White,Christianity,Straight,House,76
California,CA,D,Zoe,Lofgren,Female,White,Christianity,Straight,House,71
California,CA,D,Jimmy,Panetta,Male,White,Christianity,Straight,House,49
California,CA,R,David,Valadao,Male,White,Christianity,Straight,House,41
California,CA,R,Devin,Nunes,Male,White,Christianity,Straight,House,45
California,CA,R,Kevin,McCarthy,Male,White,Christianity,Straight,House,53
California,CA,D,Salud,Carbajal,Male,Hispanic,Christianity,Straight,House,54
California,CA,R,Steve,Knight,Male,White,Christianity,Straight,House,52
California,CA,D,Julia,Brownley,Female,White,Christianity,Straight,House,66
California,CA,D,Judy,Chu,Female,Asian,Christianity,Straight,House,65
California,CA,D,Adam,Schiff,Male,White,Judaism,Straight,House,58
California,CA,D,Tony,Cardenas,Male,Hispanic,Christianity,Straight,House,55
California,CA,D,Brad,Sherman,Male,White,Judaism,Straight,House,64
California,CA,D,Pete,Aguilar,Male,Hispanic,Christianity,Straight,House,39
California,CA,D,Grace,Napolitano,Female,Hispanic,Christianity,Straight,House,82
California,CA,D,Ted,Lieu,Male,Asian,Christianity,Straight,House,49
California,CA,D,Jimmy,Gomez,Male,Hispanic,Christianity,Straight,House,44
California,CA,D,Norma,Torres,Female,Hispanic,Christianity,Straight,House,53
California,CA,D,Raul,Ruiz,Male,Hispanic,Christianity,Straight,House,46
California,CA,D,Karen,Bass,Female,African-American,Christianity,Straight,House,65
California,CA,D,Linda,Sánchez,Female,Hispanic,Christianity,Straight,House,49
California,CA,R,Ed,Royce,Male,White,Christianity,Straight,House,67
California,CA,D,Lucille,Roybal-Allard,Female,Hispanic,Christianity,Straight,House,77
California,CA,D,Mark,Takano,Male,Asian,Christianity,Gay,House,58
California,CA,R,Ken,Calvert,Male,White,Christianity,Straight,House,65
California,CA,D,Maxine,Waters,Female,African-American,Christianity,Straight,House,80
California,CA,D,Nanette,Barragan,Female,Hispanic,Christianity,Straight,House,42
California,CA,R,Mimi,Walters,Female,White,Christianity,Straight,House,56
California,CA,D,Luis,Correa,Male,Hispanic,Christianity,Straight,House,60
California,CA,D,Alan,Lowenthal,Male,White,Judaism,Straight,House,77
California,CA,R,Dana,Rohrabacher,Male,White,Christianity,Straight,House,71
California,CA,R,Darrell,Issa,Male,White,Christianity,Straight,House,65
California,CA,R,Duncan,Hunter,Male,White,Christianity,Straight,House,42
California,CA,D,Juan,Vargas,Male,Hispanic,Christianity,Straight,House,57
California,CA,D,Scott,Peters,Male,White,Christianity,Straight,House,60
California,CA,D,Susan,Davis,Female,White,Judaism,Straight,House,74
Colorado,CO,D,Diana,DeGette,Female,White,Christianity,Straight,House,61
Colorado,CO,D,Jared,Polis,Male,White,Judaism,Gay,House,43
Colorado,CO,R,Scott,Tipton,Male,White,Christianity,Straight,House,62
Colorado,CO,R,Ken,Buck,Male,White,Christianity,Straight,House,59
